listing_data_air_conditioning,listing_data_num_bedrooms,address_lon,listing_data_lot_area_acres,listing_data_garage_or_park_sqft,address_address_line1,address_city,address_state,address_zipcode,last_sold_date,sold_price_history,last_sold_price,listing_data_num_bathrooms,address_lat,prop_taxes,listing_data_fireplace,year_built,listing_data_roof_type,listing_data_building_area_sq_ft,listing_data_heat_type,address_unit,listing_data_basement_area,address_slug,listing_data_lot_area_sqft
Central,5,-80.98786,0.21,,10031 Glenburn Ln,Charlotte,NC,28278,2017-05-04,"{""20170504"": 272000, ""20050720"": 281500}",272000,3,35.16446,3180.77,1,2005,,3616,Yes,None,,10031-Glenburn-Ln-Charlotte-NC-28278,-
Central,3,-80.9941401,0.14,420 ,10031 Orchard Grass Ct,Charlotte,NC,28278,2016-10-06,"{""20161006"": 152500, ""20060524"": 110000}",152500,2,35.12546,1591.25,1,2001,G00,1186,Yes,None,,10031-Orchard-Grass-Ct-Charlotte-NC-28278,-
Central,2,-80.71541,0.03,,10032 Pergola View Ct,Charlotte,NC,28213,2017-06-08,"{""20170608"": 123000, ""20010830"": 103000}",123000,2,35.30822,1186.76,1,2001,G00,1304,Yes,None,,10032-Pergola-View-Ct-Charlotte-NC-28213,-
Central,2,-80.86024,0.03,220 ,10033 Reindeer Way Ln,Charlotte,NC,28216,2016-12-15,"{""20020531"": 105500, ""20161215"": 121000}",121000,2,35.36099,1128.57,,2001,G00,1426,Yes,None,,10033-Reindeer-Way-Ln-Charlotte-NC-28216,-
Central,4,-80.8033131,0.0,,10034 Goose Landing Dr,Charlotte,NC,28269,2016-09-15,"{""20140422"": 211500, ""20160915"": 246000}",246000,2,35.350663,1942.62,1,2014,,2444,Yes,None,,10034-Goose-Landing-Dr-Charlotte-NC-28269,-
Central,3,-80.97161,0.31,400 ,10035 Redbud Tree Ct,Charlotte,NC,28273,2017-03-28,"{""20100527"": 151500, ""20170328"": 200000}",200000,2,35.15416,1896.73,1,1999,G00,2120,Yes,None,,10035-Redbud-Tree-Ct-Charlotte-NC-28273,-
Central,3,-80.71485,0.03,220 ,10035 University Park Ln,Charlotte,NC,28213,2017-04-13,"{""20170413"": 124000, ""20040802"": 115000}",124000,2,35.30772,1360.2,1,1998,G00,1696,Yes,None,,10035-University-Park-Ln-Charlotte-NC-28213,-
Central,3,-80.82934,0.5,729 ,10036 Tealridge Ln,Charlotte,NC,28277,2017-06-16,"{""20140826"": 240000, ""20170616"": 325000}",325000,2,35.06963,3187.24,1,1987,G00,2224,Heat Pump,None,,10036-Tealridge-Ln-Charlotte-NC-28277,-
,3,-80.68893,0.19,,10039 Back Acre Dr,Charlotte,NC,28213,2017-06-01,"{""20170601"": 162000, ""20100316"": 147500}",162000,2,35.29604,1769.88,1,2009,,1546,,None,,10039-Back-Acre-Dr-Charlotte-NC-28213,-
Central,4,-80.98964,0.17,,10039 Barrands Ln,Charlotte,NC,28278,2017-03-28,"{""20060609"": 209000, ""20130920"": 204500, ""20170328"": 245000}",245000,2,35.1641,2549.1,1,2006,,2426,Yes,None,,10039-Barrands-Ln-Charlotte-NC-28278,-
Central,4,-80.7658101,0.26,,1004 Charter Pl,Charlotte,NC,28211,2016-06-16,"{""20160616"": 340000, ""20080716"": 330000}",340000,2,35.15938,3553.55,1,1980,Z00,2636,Yes,None,,1004-Charter-Pl-Charlotte-NC-28211,-
Central,3,-80.8330701,0.26,,1004 Druid Cir,Charlotte,NC,28206,2017-03-16,"{""20071203"": 80000, ""20170316"": 85000}",85000,1,35.25514,481.95,1,1950,G00,874,Yes,None,,1004-Druid-Cir-Charlotte-NC-28206,-
Central,3,-80.74719,0.51,,1004 Farmfield Ln,Charlotte,NC,28213,2017-04-03,"{""20130429"": 46747, ""20170403"": 70000}",70000,1,35.27344,1213.29,1,1983,G00,1188,Heat Pump,None,,1004-Farmfield-Ln-Charlotte-NC-28213,-
Central,2,-80.8458801,0.17,,1004 Lexington Ave,Charlotte,NC,28203,2017-05-25,"{""20170525"": 656000, ""20080530"": 462500}",656000,2,35.21252,5689.32,1,1936,G00,1819,Yes,None,,1004-Lexington-Ave-Charlotte-NC-28203,-
None,3,-80.80518,0.2,,1004 Matheson Ave,Charlotte,NC,28205,2017-01-10,"{""20081014"": 85000, ""20170110"": 420000}",420000,2,35.2408,1931.67,,1946,G00,3132,Yes,None,,1004-Matheson-Ave-Charlotte-NC-28205,-
Central,4,-80.7777901,0.3,575 ,10040 Berkeley Forest Ln,Charlotte,NC,28277,2017-07-10,"{""20170710"": 445000, ""20030701"": 283000}",445000,2,35.07237,4842.78,1,1991,I00,2615,Yes,None,,10040-Berkeley-Forest-Ln-Charlotte-NC-28277,-
Central,3,-80.7405101,0.0,,10044 Paisley Dr,Charlotte,NC,28269,2016-11-23,"{""20161123"": 235000, ""20080429"": 197600}",235000,2,35.39441,1401.68,Y,2006,,2122,Forced Air Unit,None,,10044-Paisley-Dr-Charlotte-NC-28269,-
Central,2,-80.7143501,0.03,220 ,10048 University Park Ln,Charlotte,NC,28213,2017-01-20,"{""20170120"": 113500}",113500,2,35.30758,1246.3,1,1999,G00,1415,Yes,None,,10048-University-Park-Ln-Charlotte-NC-28213,-
Central,3,-80.74663,0.31,280 ,1005 Farmfield Ln,Charlotte,NC,28213,2016-07-15,"{""20160715"": 26000, ""19840316"": 56500}",26000,1,35.27407,258.88,1,1984,G00,1340,Heat Pump,None,,1005-Farmfield-Ln-Charlotte-NC-28213,-
None,3,-80.85564,0.16,,1005 Greenleaf Ave,Charlotte,NC,28202,2016-09-08,"{""20160908"": 275000}",275000,1,35.23085,2442.51,1,1906,G00,1540,Yes,None,368,1005-Greenleaf-Ave-Charlotte-NC-28202,-
None,2,-80.8557901,0.2,200 ,1005 Westbrook Dr,Charlotte,NC,28202,2016-12-21,"{""20161221"": 430000, ""20030210"": 50000}",430000,1,35.23209,2092.41,1,1941,G00,936,Yes,None,,1005-Westbrook-Dr-Charlotte-NC-28202,-
Central,3,-80.71577,0.03,,10058 Pergola View Ct,Charlotte,NC,28213,2016-06-10,"{""20060419"": 104000, ""20140501"": 4858, ""20160610"": 97000}",97000,2,35.30842,1186.76,1,2001,G00,1304,Yes,None,,10058-Pergola-View-Ct-Charlotte-NC-28213,-
Central,3,-80.7783,0.28,,1006 Georgetown Dr,Charlotte,NC,28213,2017-08-01,"{""20170801"": 136000}",136000,2,35.27265,963.47,,1967,G00,1537,Heat Pump,None,,1006-Georgetown-Dr-Charlotte-NC-28213,-
Central,3,-80.7413331,0.17,400 ,10063 Paisley Dr,Charlotte,NC,28269,2016-09-27,"{""20060803"": 196000, ""20160927"": 215000}",215000,2,35.3942184,1561.77,Y,2006,T00,2074,Forced Air Unit,None,,10063-Paisley-Dr-Charlotte-NC-28269,7405
Central,3,-80.716,0.04,,10066 Pergola View Ct,Charlotte,NC,28213,2017-06-07,"{""20060629"": 105500, ""20170607"": 112000}",112000,2,35.30833,1190.63,1,2001,G00,1360,Yes,None,,10066-Pergola-View-Ct-Charlotte-NC-28213,-
Central,3,-80.7137901,0.03,220 ,10067 University Park Ln,Charlotte,NC,28213,2017-06-12,"{""20130617"": 107500, ""20170612"": 140000}",140000,2,35.30792,1360.2,1,1998,G00,1696,Yes,None,,10067-University-Park-Ln-Charlotte-NC-28213,-
None,3,-80.79101,0.23,,1007 Bobby Ln,Charlotte,NC,28211,2017-03-08,"{""20170308"": 243000}",243000,1,35.19114,2063.7,1,1964,G00,1972,Yes,None,,1007-Bobby-Ln-Charlotte-NC-28211,-
Central,3,-80.70829,0.15,,1007 Reigate Rd,Charlotte,NC,28262,2016-12-13,"{""20040712"": 134000, ""20161213"": 189000}",189000,2,35.33089,1916.14,1,2004,,1936,Yes,None,,1007-Reigate-Rd-Charlotte-NC-28262,-
Central,3,-80.9296,0.43,,1007 Valleydale Rd,Charlotte,NC,28214,2017-03-10,"{""20170310"": 126000, ""20031126"": 93000}",126000,2,35.29196,1001.0,,2000,G00,1344,Yes,None,,1007-Valleydale-Rd-Charlotte-NC-28214,-
Central,3,-80.86699,0.4,,1008 Camborne Pl,Charlotte,NC,28210,2017-07-05,"{""20170705"": 325000}",325000,2,35.15534,2899.88,1,1959,G00,1686,Yes,None,,1008-Camborne-Pl-Charlotte-NC-28210,-
Central,3,-80.94371,0.27,,1008 Claremont Rd,Charlotte,NC,28214,2017-05-04,"{""20170504"": 67000}",67000,1,35.27255,925.92,,1969,G00,1025,Yes,None,,1008-Claremont-Rd-Charlotte-NC-28214,-
None,2,-80.79294,0.21,,1008 Dade St,Charlotte,NC,28205,2017-06-19,"{""20170619"": 275000, ""20161129"": 133000, ""19750101"": 39000}",275000,1,35.24404,1003.59,,1948,G00,928,Yes,None,,1008-Dade-St-Charlotte-NC-28205,-
None,2,-80.83269,0.12,,1008 Kohler Ave,Charlotte,NC,28206,2016-12-30,"{""20140716"": 28500, ""20161230"": 78000}",78000,1,35.25142,417.22,1,1946,G00,749,Yes,None,,1008-Kohler-Ave-Charlotte-NC-28206,-
Central,4,-80.76091,0.36,698 ,1008 Laurel Park Ln,Charlotte,NC,28270,2016-08-23,"{""20160823"": 335000, ""19971217"": 200000}",335000,2,35.09756,3662.29,1,1987,I00,2876,Heat Pump,None,,1008-Laurel-Park-Ln-Charlotte-NC-28270,-
Central,3,-80.944,0.21,,1009 Dunleigh Dr,Charlotte,NC,28214,2016-10-26,"{""20150715"": 41000, ""20161026"": 123000, ""19961104"": 62000}",123000,1,35.27447,1042.42,,1969,G00,1296,Yes,None,,1009-Dunleigh-Dr-Charlotte-NC-28214,-
Central,3,-80.8557,0.32,,1009 Habersham Dr,Charlotte,NC,28209,2017-01-20,"{""20101230"": 360000, ""20170120"": 187500}",187500,1,35.19157,3852.56,1,1950,G00,1340,Yes,None,,1009-Habersham-Dr-Charlotte-NC-28209,-
None,3,-80.7833,0.33,,1009 N Sharon Amity Rd,Charlotte,NC,28211,2017-03-17,"{""20170317"": 167000}",167000,1,35.1774,2075.35,1,1950,G00,1203,Yes,None,,1009-N-Sharon-Amity-Rd-Charlotte-NC-28211,-
Central,5,-80.8094701,0.68,576 ,1009 Sedgewood Place Ct,Charlotte,NC,28211,2016-10-31,"{""20161031"": 1045000}",1045000,4,35.18543,12310.17,1,1999,G00,5324,Yes,None,,1009-Sedgewood-Place-Ct-Charlotte-NC-28211,-
Central,3,-80.95018,0.24,,1009 Tilden Rd,Charlotte,NC,28214,2016-08-23,"{""20160823"": 85000}",85000,1,35.27604,953.11,1,1971,G00,1190,Yes,None,,1009-Tilden-Rd-Charlotte-NC-28214,-
Central,4,-80.7602991,0.34,683 ,101 James Drew Ct,Charlotte,NC,28270,2017-05-31,"{""20170531"": 474000}",474000,3,35.131256,5405.84,1,1996,I00,4103,Yes,None,1044,101-James-Drew-Ct-Charlotte-NC-28270,-
None,2,-80.8628,0.22,,101 Latham Pl,Charlotte,NC,28216,2017-02-17,"{""20170217"": 150000, ""20161108"": 105000}",150000,1,35.24704,461.88,1,1948,G00,840,Yes,None,,101-Latham-Pl-Charlotte-NC-28216,-
Central,4,-80.97522,0.52,500 ,101 Pine Island Dr,Charlotte,NC,28214,2016-09-29,"{""20160929"": 193000}",193000,2,35.29501,1976.98,1,1972,F00,2236,Yes,None,,101-Pine-Island-Dr-Charlotte-NC-28214,-
None,3,-80.8645901,0.15,,101 S Gregg St,Charlotte,NC,28208,2017-06-09,"{""20131212"": 46000, ""20170609"": 208000}",208000,2,35.24842,845.67,,1946,G00,1100,Yes,None,,101-S-Gregg-St-Charlotte-NC-28208,-
Central,1,-80.81913,2.53,,101 S Laurel Ave,Charlotte,NC,28207,2017-01-20,"{""20071030"": 141000, ""20170120"": 118000}",118000,1,35.20394,1516.17,,1938,G00,602,Yes,Apt 71-C,,101-S-Laurel-Ave-Apt-71-C-Charlotte-NC-28207,-
Central,1,-80.81913,2.53,,101 S Laurel Ave,Charlotte,NC,28207,2017-04-03,"{""20090702"": 127000, ""20170403"": 119500}",119500,1,35.20394,1516.17,,1938,G00,602,Yes,Apt 72-C,,101-S-Laurel-Ave-Apt-72-C-Charlotte-NC-28207,-
None,3,-80.8813201,0.21,400 ,101 S Linwood Ave,Charlotte,NC,28208,2017-02-01,"{""20170201"": 75000, ""20070712"": 60000}",75000,2,35.26151,804.26,1,1910,G00,1439,Baseboard,None,,101-S-Linwood-Ave-Charlotte-NC-28208,-
Central,4,-80.7607601,0.37,575 ,101 Samuel Guilford Ct,Charlotte,NC,28270,2017-04-20,"{""20170420"": 420500}",420500,3,35.13158,4275.83,1,1987,I00,3037,Yes,None,575,101-Samuel-Guilford-Ct-Charlotte-NC-28270,-
Central,3,-80.84793,0.34,,101 Scofield Rd,Charlotte,NC,28209,2017-07-26,"{""20100709"": 184800, ""20170726"": 273000}",273000,1,35.15573,3424.11,1,1958,G00,1469,Yes,None,,101-Scofield-Rd-Charlotte-NC-28209,-
Central,3,-80.94099,0.44,,1010 Little Rock Rd,Charlotte,NC,28214,2017-05-16,"{""20170103"": 75698, ""19970131"": 85000, ""20170516"": 140000}",140000,1,35.26548,1162.8,1,1971,G00,1680,Yes,None,,1010-Little-Rock-Rd-Charlotte-NC-28214,-
Central,3,-80.79049,1.53,572 ,1010 River Oaks Ln,Charlotte,NC,28226,2016-09-12,"{""20160912"": 275000}",275000,3,35.12977,3229.96,1,1965,G00,3356,Yes,None,1682,1010-River-Oaks-Ln-Charlotte-NC-28226,-
Central,4,-80.7746501,0.42,594 ,10100 White Cascade Dr,Charlotte,NC,28269,2016-07-28,"{""20030228"": 195000, ""20160728"": 2320000}",2320000,2,35.34555,2533.57,1,1998,I00,2406,Yes,None,,10100-White-Cascade-Dr-Charlotte-NC-28269,-
Central,4,-80.77795,0.26,462 ,10101 Elsenham Ln,Charlotte,NC,28269,2017-07-21,"{""20060717"": 175000, ""20170721"": 220000}",220000,2,35.34037,2291.52,1,1992,G00,2030,Yes,None,,10101-Elsenham-Ln-Charlotte-NC-28269,-
Central,4,-81.00477,1.22,600 ,10101 Saw Mill Rd,Charlotte,NC,28278,2017-06-02,"{""20050307"": 415000, ""20170602"": 631000}",631000,2,35.15301,4911.38,1,1987,I00,2686,Yes,None,264,10101-Saw-Mill-Rd-Charlotte-NC-28278,-
Central,3,-80.81297,0.3,,10101 Spring Park Dr,Charlotte,NC,28269,2017-05-31,"{""20170531"": 218000, ""20130613"": 157000}",218000,2,35.35885,1826.83,1,2002,,1500,Yes,None,,10101-Spring-Park-Dr-Charlotte-NC-28269,-
Central,5,-80.98895,0.22,,10102 Glenburn Ln,Charlotte,NC,28278,2016-10-18,"{""20161018"": 274000}",274000,3,35.1643,3176.88,1,2005,,3616,Yes,None,,10102-Glenburn-Ln-Charlotte-NC-28278,-
Central,3,-80.7700201,1.4,1012 ,10102 Mallard Creek Rd,Charlotte,NC,28262,2017-04-04,"{""20170404"": 390000, ""19960710"": 55000}",390000,1,35.33803,1635.26,1,1950,G00,1548,Yes,None,1188,10102-Mallard-Creek-Rd-Charlotte-NC-28262,-
Central,4,-80.9623101,0.27,,10102 Old Carolina Dr,Charlotte,NC,28214,2016-12-22,"{""20161222"": 182500, ""20160531"": 183000, ""20041029"": 163000}",182500,2,35.32628,2213.85,1,2004,,2118,Yes,None,,10102-Old-Carolina-Dr-Charlotte-NC-28214,-
Central,3,-80.978326,0.17,,10103 Hawkeye Dr,Charlotte,NC,28273,2017-01-27,"{""20170127"": 190000, ""20070731"": 167000}",190000,2,35.143894,1851.42,1,2004,,1714,Yes,None,,10103-Hawkeye-Dr-Charlotte-NC-28273,-
Central,3,-80.8269401,0.27,,10103 Ridgemore Dr,Charlotte,NC,28277,2017-07-05,"{""20170705"": 275000, ""20130429"": 210000}",275000,2,35.06899,2677.24,1,1987,G00,1780,Heat Pump,None,,10103-Ridgemore-Dr-Charlotte-NC-28277,-
Central,4,-80.7522901,0.54,743 ,10103 Tavernay Pkwy,Charlotte,NC,28262,2017-06-13,"{""20031104"": 397000, ""20170613"": 390000}",390000,3,35.34957,4622.73,1,1998,I00,4084,Yes,None,,10103-Tavernay-Pkwy-Charlotte-NC-28262,-
Central,3,-80.6690801,0.26,,10104 Rockwood Rd,Charlotte,NC,28215,2016-08-09,"{""20051010"": 100500, ""20160809"": 149000}",149000,2,35.27724,983.33,,2002,G00,1302,Forced Air Unit,None,,10104-Rockwood-Rd-Charlotte-NC-28215,11325
Central,3,-80.83447,0.17,,10105 Southampton Commons Dr,Charlotte,NC,28277,2017-06-13,"{""20170613"": 297500}",297500,2,35.02202,2739.38,1,2004,,2205,Yes,None,,10105-Southampton-Commons-Dr-Charlotte-NC-28277,-
Central,3,-80.7174901,0.28,525 ,10107 Mayhurst Ct,Charlotte,NC,28213,2016-09-15,"{""19980301"": 116000, ""20160915"": 90000}",90000,2,35.30049,1316.83,1,1998,G00,1101,Yes,None,,10107-Mayhurst-Ct-Charlotte-NC-28213,-
Central,3,-80.9597801,0.27,252 ,10107 Northwoods Forest Dr,Charlotte,NC,28214,2016-10-21,"{""20161021"": 142000}",142000,2,35.30363,1424.27,1,1995,G00,1387,Heat Pump,None,,10107-Northwoods-Forest-Dr-Charlotte-NC-28214,-
Central,4,-80.77928,0.28,948 ,10107 Oak Pond Cir,Charlotte,NC,28277,2017-06-02,"{""20040430"": 409500, ""20170602"": 562000}",562000,3,35.07186,6363.7,1,2001,G00,3948,Yes,None,,10107-Oak-Pond-Cir-Charlotte-NC-28277,-
Central,4,-80.77463,0.33,,10107 White Cascade Dr,Charlotte,NC,28269,2016-07-01,"{""19910429"": 138500, ""20160701"": 233000}",233000,2,35.34626,2430.02,1,1987,G00,2976,Yes,None,,10107-White-Cascade-Dr-Charlotte-NC-28269,-
Central,5,-80.99046,0.21,,10108 Barrands Ln,Charlotte,NC,28278,2017-04-28,"{""20060731"": 342000, ""20170428"": 345000}",345000,3,35.16383,3451.3,1,2006,,4410,Yes,None,,10108-Barrands-Ln-Charlotte-NC-28278,-
Central,3,-80.6718001,0.18,280 ,10108 Brawley Ln,Charlotte,NC,28215,2017-01-06,"{""20170106"": 117500}",117500,2,35.24985,1448.86,1,1993,G00,1176,Yes,None,,10108-Brawley-Ln-Charlotte-NC-28215,-
Central,3,-80.85354,0.39,504 ,10108 Deer Brook Ln,Charlotte,NC,28210,2016-07-26,"{""20160726"": 410000}",410000,2,35.09685,4295.25,1,1992,G00,3436,Yes,None,,10108-Deer-Brook-Ln-Charlotte-NC-28210,-
Central,3,-80.95598,0.33,,10108 Earney Dr,Charlotte,NC,28214,2017-04-25,"{""20161026"": 104500, ""20170425"": 105000, ""20130225"": 100000}",105000,2,35.31647,830.14,1,2001,G00,1456,Yes,None,,10108-Earney-Dr-Charlotte-NC-28214,-
Central,4,-80.7793401,0.26,948 ,10108 Oak Pond Cir,Charlotte,NC,28277,2016-07-01,"{""20010830"": 412500, ""20160701"": 545000}",545000,3,35.07245,6333.93,1,2001,I00,3888,Yes,None,,10108-Oak-Pond-Cir-Charlotte-NC-28277,-
Central,3,-80.7133301,0.04,220 ,10108 University Park Ln,Charlotte,NC,28213,2017-05-17,"{""20170517"": 115000}",115000,2,35.30723,1331.72,1,1998,G00,1595,Yes,None,,10108-University-Park-Ln-Charlotte-NC-28213,-
Central,4,-80.84992,0.26,551 ,10109 Deer Spring Ln,Charlotte,NC,28210,2016-06-29,"{""20081120"": 295000, ""20160629"": 375000}",375000,2,35.09903,3341.28,1,1991,G00,2647,Heat Pump,None,,10109-Deer-Spring-Ln-Charlotte-NC-28210,-
Central,4,-80.7753001,0.34,637 ,10109 Lampkin Way,Charlotte,NC,28269,2016-11-04,"{""20161104"": 294000, ""20061116"": 305000}",294000,3,35.33895,3244.2,1,1989,G00,3018,Yes,None,,10109-Lampkin-Way-Charlotte-NC-28269,-
Central,2,-80.69579,0.0,,10109 Plaza Road Ext,Charlotte,NC,28215,2017-02-21,"{""20170221"": 128000}",128000,2,35.2605,1661.42,,1990,,1972,Yes,None,,10109-Plaza-Road-Ext-Charlotte-NC-28215,-
Central,4,-80.95924,0.28,460 ,10109 Sparkling Brook Ct,Charlotte,NC,28214,2017-07-25,"{""20170725"": 168500}",168500,2,35.30459,1681.85,1,1995,G00,1734,Yes,None,,10109-Sparkling-Brook-Ct-Charlotte-NC-28214,-
Central,4,-80.8330401,0.07,567 ,10109 Victoria Mill Ct,Charlotte,NC,28277,2016-12-29,"{""20140417"": 345000, ""20161229"": 400000}",400000,2,35.04133,3910.82,1,2000,I00,2685,Yes,None,,10109-Victoria-Mill-Ct-Charlotte-NC-28277,-
Central,3,-80.98389,0.23,,1011 Chalk Hill Ln,Charlotte,NC,28214,2017-03-01,"{""20090629"": 118000, ""20170301"": 145500}",145500,2,35.3082,1731.05,1,2003,,2248,Yes,None,,1011-Chalk-Hill-Ln-Charlotte-NC-28214,-
Central,1,-80.79082,9.99,,1011 Churchill Downs Ct,Charlotte,NC,28211,2016-09-29,"{""20160929"": 77000, ""20010622"": 77000}",77000,1,35.18852,1023.01,,1988,G00,658,Yes,Apt F,,1011-Churchill-Downs-Ct-Apt-F-Charlotte-NC-28211,-
Central,4,-80.7399801,0.17,,1011 Garrison Rd,Charlotte,NC,28262,2016-06-14,"{""20160614"": 190000, ""20070629"": 176000}",190000,2,35.34549,1803.53,1,2004,,2652,Yes,None,,1011-Garrison-Rd-Charlotte-NC-28262,-
Central,3,-80.8819101,0.0,,1011 Karendale Ave,Charlotte,NC,28208,2016-10-06,"{""20161006"": 22000}",22000,2,35.24646,910.39,,2002,,1160,Yes,None,,1011-Karendale-Ave-Charlotte-NC-28208,-
Central,2,-80.85318,1.78,,1011 Park West Dr,Charlotte,NC,28209,2017-06-29,"{""20030613"": 189500, ""20170629"": 306000}",306000,2,35.19514,2775.63,1,1999,G00,1404,Yes,None,,1011-Park-West-Dr-Charlotte-NC-28209,-
Central,2,-80.85823,0.03,,10111 Frosty Ln,Charlotte,NC,28216,2017-06-27,"{""20070423"": 115000, ""20170627"": 103500}",103500,2,35.36158,1063.84,,2002,,1280,Yes,None,,10111-Frosty-Ln-Charlotte-NC-28216,-
Central,3,-80.79038,0.23,440 ,10112 Eagle Ct,Charlotte,NC,28277,2017-05-12,"{""20130131"": 170000, ""20170512"": 250000}",250000,2,35.07406,1969.22,1,1979,G00,1820,Yes,None,,10112-Eagle-Ct-Charlotte-NC-28277,-
Central,3,-80.7825201,0.0,,10112 Rocky Ford Club Rd,Charlotte,NC,28269,2017-05-11,"{""20170511"": 240000, ""20110113"": 148000}",240000,2,35.38135,2120.65,1,2010,,2276,Yes,None,,10112-Rocky-Ford-Club-Rd-Charlotte-NC-28269,-
Central,4,-80.82698,0.48,674 ,10112 Stevensville Ln,Charlotte,NC,28277,2017-04-28,"{""20170428"": 304000, ""20100211"": 220000}",304000,2,35.06816,3594.98,1,1988,I00,3614,Heat Pump,None,674,10112-Stevensville-Ln-Charlotte-NC-28277,-
Central,2,-80.7132301,0.03,220 ,10112 University Park Ln,Charlotte,NC,28213,2017-05-02,"{""20090716"": 103000, ""20170502"": 115000, ""20140626"": 48500}",115000,2,35.30714,1212.64,1,1998,G00,1378,Yes,None,,10112-University-Park-Ln-Charlotte-NC-28213,-
Central,3,-80.79064,0.25,440 ,10113 Eagle Ct,Charlotte,NC,28277,2017-06-02,"{""20170602"": 295000}",295000,2,35.07361,1991.21,1,1979,G00,1906,Yes,None,,10113-Eagle-Ct-Charlotte-NC-28277,-
Central,3,-80.75936,0.0,,10113 Oxford Landing Ln,Charlotte,NC,28270,2017-06-30,"{""20060220"": 234000, ""20170630"": 265000}",265000,2,35.06349,2504.46,1,2006,,2823,Yes,None,,10113-Oxford-Landing-Ln-Charlotte-NC-28270,-
Central,4,-80.7904601,0.28,,10113 Wedge Ct,Charlotte,NC,28277,2017-01-19,"{""20170119"": 205000, ""20050114"": 175000}",205000,3,35.07451,2002.86,1,1979,G00,1956,Yes,None,,10113-Wedge-Ct-Charlotte-NC-28277,-
Central,4,-80.8363501,0.45,546 ,10113 Zackery Ave,Charlotte,NC,28277,2016-06-27,"{""20160627"": 404000, ""20030421"": 268000}",404000,2,35.0282,4134.74,1,1998,G00,3285,Yes,None,,10113-Zackery-Ave-Charlotte-NC-28277,-
Central,2,-80.8579,0.02,,10114 Frosty Ln,Charlotte,NC,28216,2016-07-20,"{""20020228"": 94500, ""20131008"": 86000, ""20160720"": 100000}",100000,2,35.36127,992.53,1,2001,G00,1095,Yes,None,,10114-Frosty-Ln-Charlotte-NC-28216,-
Central,3,-80.98035,0.18,,10115 Halkirk Manor Ln,Charlotte,NC,28278,2017-07-19,"{""20071102"": 317000, ""20170719"": 325000}",325000,2,35.162,2655.25,1,2007,,2272,Yes,None,,10115-Halkirk-Manor-Ln-Charlotte-NC-28278,-
Central,4,-80.77928,0.56,440 ,10115 Katelyn Dr,Charlotte,NC,28269,2016-07-11,"{""20150326"": 172500, ""20120209"": 149000, ""20160711"": 217000}",217000,2,35.35167,2067.59,1,1989,G00,1929,Yes,None,,10115-Katelyn-Dr-Charlotte-NC-28269,-
Central,3,-80.9601001,0.2,441 ,10115 Northwoods Forest Dr,Charlotte,NC,28214,2017-03-27,"{""20091023"": 122500, ""20170327"": 144000}",144000,2,35.30389,1557.59,1,1995,G00,1422,Heat Pump,None,,10115-Northwoods-Forest-Dr-Charlotte-NC-28214,-
Central,4,-80.7950301,0.51,672 ,10115 Patrick Henry Ln,Charlotte,NC,28277,2016-07-27,"{""20160727"": 415000}",415000,2,35.07723,3870.69,1,1979,I00,3036,Yes,None,672,10115-Patrick-Henry-Ln-Charlotte-NC-28277,-
Central,2,-80.9559301,0.38,,10116 Earney Dr,Charlotte,NC,28214,2016-06-16,"{""20160616"": 110000, ""20090803"": 97000}",110000,2,35.31677,1239.17,,2005,,1158,Yes,None,,10116-Earney-Dr-Charlotte-NC-28214,-
Central,4,-80.8259,0.0,,10116 Elizabeth Crest Ln,Charlotte,NC,28277,2017-06-15,"{""20111215"": 271000, ""20170615"": 420000}",420000,2,35.01869,3408.58,1,2011,,2840,Yes,None,,10116-Elizabeth-Crest-Ln-Charlotte-NC-28277,-
Central,2,-80.71338,0.02,,10117 Forest Landing Dr,Charlotte,NC,28213,2016-11-02,"{""19990528"": 81500, ""20161102"": 63000}",63000,1,35.30934,938.23,,1999,G00,976,Yes,None,,10117-Forest-Landing-Dr-Charlotte-NC-28213,-
Central,3,-80.79845,0.13,,10117 Green Hedge Ave,Charlotte,NC,28269,2016-07-08,"{""20090928"": 109000, ""20160708"": 140000}",140000,2,35.37137,1457.92,1,2003,,1595,Yes,None,,10117-Green-Hedge-Ave-Charlotte-NC-28269,-
Central,3,-80.7087601,0.23,,10118 Atkins Ridge Dr,Charlotte,NC,28213,2017-05-15,"{""20170515"": 171500}",171500,2,35.2996,1922.61,1,2002,,1880,Yes,None,,10118-Atkins-Ridge-Dr-Charlotte-NC-28213,-
Central,4,-80.97946,0.0,,10118 Loch Lomond Dr,Charlotte,NC,28278,2016-06-10,"{""20110923"": 303000, ""20160610"": 350000}",350000,3,35.15729,3461.66,,2011,,3713,Yes,None,,10118-Loch-Lomond-Dr-Charlotte-NC-28278,-
Central,3,-80.97892,0.0,,10119 Loch Lomond Dr,Charlotte,NC,28278,2017-06-09,"{""20151005"": 247500, ""20140801"": 236000, ""20110328"": 232000, ""20170609"": 275000}",275000,2,35.15705,2569.81,,2010,,2310,Yes,None,,10119-Loch-Lomond-Dr-Charlotte-NC-28278,-
Central,3,-80.95911,0.22,286 ,10119 Mountain Flower Ct,Charlotte,NC,28214,2017-06-08,"{""20170608"": 140500, ""20100219"": 65000}",140500,2,35.30559,1441.1,1,1996,G00,1193,Yes,None,,10119-Mountain-Flower-Ct-Charlotte-NC-28214,-
